CLIENT_IP;CLIENT_PORT;CLIENT_SENT_AT_NS;SERVER_RECEIVED_AT_NS;SEQUENCE_NUMBER;HOPS;INTERVAL;DELAY;VARIATION;TIMEOUT
200.17.202.34;60920;1745022461777961889;1745022461778461696;850231;0;100008192;100004812.87707232;29982.49666473682;100124742.86373127
200.17.202.34;60920;1745022461877958297;1745022461878368000;850232;0;99906304;99994961.9893651;35850.045934773225;100138362.1731042
200.17.202.34;60920;1745022461977966185;1745022461978394880;850233;0;100026880;99998153.7904286;35137.662298436524;100138704.43962234
200.17.202.34;60920;1745022462077962013;1745022462078431744;850234;0;100036864;100002024.81138574;35107.81493001929;100142456.07110581
200.17.202.34;60920;1745022462177967892;1745022462178415872;850235;0;99984128;100000235.13024716;33207.74646173344;100133066.1160941
200.17.202.34;60920;1745022462277959560;1745022462278463744;850236;0;100047872;100004998.81722245;34174.290093315474;100141695.9775957
200.17.202.34;60920;1745022462377959688;1745022462378402048;850237;0;99938304;99998329.33550021;36759.39463400498;100145366.91403623
200.17.202.34;60920;1745022462477957097;1745022462478420224;850238;0;100018176;100000314.00195019;34869.65497558553;100139792.62185253
200.17.202.34;60920;1745022462577951763;1745022462578406912;850239;0;99986688;99998951.40175517;32609.029653543883;100129387.52036935
200.17.202.34;60920;1745022462677967742;1745022462678462464;850240;0;100055552;100004611.46157965;34442.18053022443;100142380.18370055
200.17.202.34;60920;1745022462777975250;1745022462778474240;850241;0;100011776;100005327.91542168;31642.770935034026;100131898.99916181
200.17.202.34;60920;1745022462877962838;1745022462878356992;850242;0;99882752;99993070.32387951;39510.32622948164;100151111.62879744
200.17.202.34;60920;1745022462977963836;1745022462978348288;850243;0;99991296;99992892.89149156;35718.982755689685;100135768.82251433
200.17.202.34;60920;1745022463077961675;1745022463078319616;850244;0;99971328;99990736.40234241;34087.92471436161;100127088.10119985
200.17.202.34;60920;1745022463177974483;1745022463178351616;850245;0;100032000;99994862.76210818;34392.85603210775;100132434.1862366
200.17.202.34;60920;1745022463277950328;1745022463278306816;850246;0;99955200;99990896.48589736;34523.2190186332;100128989.3619719
200.17.202.34;60920;1745022463377957066;1745022463378371840;850247;0;100065024;99998309.23730764;37742.37338600609;100149278.73085167
200.17.202.34;60920;1745022463477975124;1745022463478387968;850248;0;100016128;100000091.11357687;35571.824689718065;100142378.41233575
200.17.202.34;60920;1745022463577944692;1745022463578339840;850249;0;99951872;99995269.20221919;36354.36244266508;100140686.65198985
200.17.202.34;60920;1745022463677961020;1745022463678371584;850250;0;100031744;99998916.68199728;36001.65799867014;100142923.31399196
200.17.202.34;60920;1745022463777958139;1745022463778339584;850251;0;99968000;99995825.01379755;35183.993578558264;100136560.98811178
200.17.202.34;60920;1745022463877945777;1745022463878298880;850252;0;99959296;99992172.11241779;34953.20546248117;100131984.93426771
200.17.202.34;60920;1745022463977952125;1745022463978304256;850253;0;100005376;99993492.501176;32646.23479863309;100124077.44037053
200.17.202.34;60920;1745022464077962153;1745022464078356736;850254;0;100052480;99999391.2510584;34690.48621292981;100138153.19591013
200.17.202.34;60920;1745022464177971402;1745022464178355456;850255;0;99998720;99999324.12595256;31281.850186892505;100124451.52670012
200.17.202.34;60920;1745022464277961719;1745022464278344704;850256;0;99989248;99998316.5133573;29060.51650393291;100114558.57937303
200.17.202.34;60920;1745022464377964958;1745022464378328064;850257;0;99983360;99996820.86202157;27500.551055696164;100106823.06624435
200.17.202.34;60920;1745022464477965875;1745022464478344192;850258;0;100016128;99998751.5758194;26488.138368186254;100104704.12929215
200.17.202.34;60920;1745022464577968613;1745022464578355456;850259;0;100011264;100000002.81823747;24965.44270762077;100099864.58906795
200.17.202.34;60920;1745022464677968682;1745022464678381056;850260;0;100025600;100002562.53641373;24772.644795485776;100101653.11559567
200.17.202.34;60920;1745022464777961180;1745022464778411264;850261;0;100030208;100005327.08277236;24783.472038701275;100104460.97092716
200.17.202.34;60920;1745022464877964298;1745022464878356224;850262;0;99944960;99999290.37449512;27738.162284343034;100110243.0236325
200.17.202.34;60920;1745022464977964235;1745022464978372864;850263;0;100016640;100001025.33704561;26525.812351347737;100107128.586451
200.17.202.34;60920;1745022465077960903;1745022465078332928;850264;0;99960064;99996929.20334105;27559.751450318156;100107168.20914233
200.17.202.34;60920;1745022465177962001;1745022465178355200;850265;0;100022272;99999463.48300695;27084.628004590923;100107801.99502532
200.17.202.34;60920;1745022465277942429;1745022465278358528;850266;0;100003328;99999849.93470626;24723.971733506252;100098745.82164028
200.17.202.34;60920;1745022465377964308;1745022465378343424;850267;0;99984896;99998354.54123563;23597.4286837182;100092744.2559705
200.17.202.34;60920;1745022465477960306;1745022465478319616;850268;0;99976192;99996138.28711207;23232.31452655359;100089067.54521829
200.17.202.34;60920;1745022465577942694;1745022465578369280;850269;0;100049664;100001490.85840087;25726.397233811593;100104396.44733611
200.17.202.34;60920;1745022465677964713;1745022465678324224;850270;0;99954944;99996836.17256078;27342.97476650856;100106208.07162681
200.17.202.34;60920;1745022465777954990;1745022465778349824;850271;0;100025600;99999712.5553047;27197.421759387093;100108502.24234225
200.17.202.34;60920;1745022465877963189;1745022465878429440;850272;0;100079616;100007702.89977424;31668.989606024537;100134378.85819833
200.17.202.34;60920;1745022465977957137;1745022465978393344;850273;0;99963904;100003323.00979683;32443.99162510489;100133098.97629724
200.17.202.34;60920;1745022466077965035;1745022466078374912;850274;0;99981568;100001147.50881715;31157.543344309517;100125777.68219438
200.17.202.34;60920;1745022466177963084;1745022466178467584;850275;0;100092672;100010299.95793544;36278.99321633481;100155415.93080078
200.17.202.34;60920;1745022466277958582;1745022466278375424;850276;0;99907840;100000053.9621419;41872.490108891456;100167543.92257747
200.17.202.34;60920;1745022466377951930;1745022466378383104;850277;0;100007680;100000816.56592771;38371.5845052309;100154302.90394863
200.17.202.34;60920;1745022466477959664;1745022466478379520;850278;0;99996416;100000376.50933494;34930.47698820149;100140098.41728774
200.17.202.34;60920;1745022466577959882;1745022466578392576;850279;0;100013056;100001644.45840144;32578.583449237183;100131958.79219839
200.17.202.34;60920;1745022466677960940;1745022466678372608;850280;0;99980032;99999483.21256131;31265.846360444397;100124546.59800309
200.17.202.34;60920;1745022466777971921;1745022466778408960;850281;0;100036352;100003170.09130518;31457.452593881822;100128999.90168071
200.17.202.34;60920;1745022466877969009;1745022466878365184;850282;0;99956224;99998475.48217466;32536.855551960114;100128622.90438251
200.17.202.34;60920;1745022466977943047;1745022466978339584;850283;0;99974400;99996067.9339572;31449.963392484526;100121867.78752714
200.17.202.34;60920;1745022467077964456;1745022467078463744;850284;0;100124160;100008877.14056149;39833.25299708695;100168210.15254983
200.17.202.34;60920;1745022467177975124;1745022467178394368;850285;0;99930624;100001051.82650535;42892.71034791306;100172622.667897
200.17.202.34;60920;1745022467277969331;1745022467278393344;850286;0;99998976;100000844.2438548;38790.26369860234;100156005.29864922
200.17.202.34;60920;1745022467377955154;1745022467378409728;850287;0;100016384;100002398.21946934;36309.81538180824;100147637.48099658
200.17.202.34;60920;1745022467477962802;1745022467478388992;850288;0;99979264;100000084.79752241;34760.91359586849;100139128.45190589
200.17.202.34;60920;1745022467577962400;1745022467578387712;850289;0;99998720;99999948.31777017;31407.654013298463;100125578.93382336
200.17.202.34;60920;1745022467677980969;1745022467678401280;850290;0;100013568;100001310.28599314;29492.660012654225;100119280.92604376
200.17.202.34;60920;1745022467777959450;1745022467778363904;850291;0;99962624;99997441.65739384;30025.159750773095;100117542.29639694
200.17.202.34;60920;1745022467877962398;1745022467878372864;850292;0;100008960;99998593.49165446;28059.29461025022;100110830.67009546
200.17.202.34;60920;1745022467977966966;1745022467978329344;850293;0;99956480;99994382.14248902;29043.579398126807;100110556.46008152
200.17.202.34;60920;1745022468077963485;1745022468078372096;850294;0;100042752;99999219.12824012;30492.50863430179;100121189.16277733
200.17.202.34;60920;1745022468177949661;1745022468178366208;850295;0;99994112;99998708.41541612;27902.89931248376;100110320.01266606
200.17.202.34;60920;1745022468277961416;1745022468278364928;850296;0;99998720;99998709.57387452;25113.65199378356;100099164.18184966
200.17.202.34;60920;1745022468377961744;1745022468378394624;850297;0;100029696;100001808.21648706;25391.065145698707;100103372.47706985
200.17.202.34;60920;1745022468477966117;1745022468478467072;850298;0;100072448;100008872.19483836;29209.539147292842;100125710.35142753
200.17.202.34;60920;1745022468577952905;1745022468578421760;850299;0;99954688;100003453.77535452;31165.162768015507;100128114.42642657
200.17.202.34;60920;1745022468677964314;1745022468678432512;850300;0;100010752;100004183.59781907;28705.486709306457;100119005.5446563
200.17.202.34;60920;1745022468777941622;1745022468778401024;850301;0;99968512;100000616.43803717;29045.381842093007;100116797.96540554
200.17.202.34;60920;1745022468877966370;1745022468878400512;850302;0;99999488;100000503.59423345;26242.403081229033;100105473.20655838
200.17.202.34;60920;1745022468977933949;1745022468978370304;850303;0;99969792;99997432.43481012;26382.20625411782;100102961.25982659
200.17.202.34;60920;1745022469077966897;1745022469078427904;850304;0;100057600;100003449.1913291;29159.06649579537;100120085.45731229
200.17.202.34;60920;1745022469177950475;1745022469178411264;850305;0;99983360;100001440.2721962;28051.18706583618;100113645.02045955
200.17.202.34;60920;1745022469277977064;1745022469278466560;850306;0;100055296;100006825.84497657;30093.083861595147;100127198.18042296
200.17.202.34;60920;1745022469377937702;1745022469378374912;850307;0;99908352;99996978.46047892;35946.421523327306;100140764.14657223
200.17.202.34;60920;1745022469477970340;1745022469478434816;850308;0;100059904;100003271.01443103;38015.07792789162;100155331.3261426
200.17.202.34;60920;1745022469577935785;1745022469578354688;850309;0;99919872;99994931.11298794;41719.48143389601;100161809.03872351
200.17.202.34;60920;1745022469677965694;1745022469678415616;850310;0;100060928;100001530.80168915;43487.25312159162;100175479.81417552
200.17.202.34;60920;1745022469777936354;1745022469778404608;850311;0;99988992;100000276.92152023;40267.01996145577;100161345.00136605
200.17.202.34;60920;1745022469877974023;1745022469878399488;850312;0;99994880;99999737.22936821;36726.04090213118;100146641.39297673
200.17.202.34;60920;1745022469977961071;1745022469978395904;850313;0;99996416;99999405.10643138;33352.34745505606;100132814.4962516
200.17.202.34;60920;1745022470077965529;1745022470078463744;850314;0;100067840;100006248.59578824;36176.25313072641;100150953.60831115
200.17.202.34;60920;1745022470177964396;1745022470178365952;850315;0;99902208;99995844.53620942;41922.2814385957;100163533.6619638
200.17.202.34;60920;1745022470277966800;1745022470278349056;850316;0;99983104;99994570.48258848;38876.70155358462;100150077.28880282
200.17.202.34;60920;1745022470377962888;1745022470378331392;850317;0;99982336;99993347.03432964;36090.13483118995;100137707.5736544
200.17.202.34;60920;1745022470477963826;1745022470478379008;850318;0;100047616;99998773.93089667;37365.32825840399;100148235.24393028
200.17.202.34;60920;1745022470577965737;1745022470578414336;850319;0;100035328;100002429.337807;36918.66165186363;100150103.98441446
200.17.202.34;60920;1745022470677962605;1745022470678392576;850320;0;99978240;100000010.4040263;35403.83588930724;100141625.74758352
200.17.202.34;60920;1745022470777953593;1745022470778348544;850321;0;99955968;99995606.16362368;35827.26866274409;100138915.23827465
200.17.202.34;60920;1745022470877971372;1745022470878419200;850322;0;100070656;100003111.1472613;38999.02707033902;100159107.25554267
200.17.202.34;60920;1745022470977965120;1745022470978417408;850323;0;99998208;100002620.83253518;35540.407616822864;100144782.46300247
200.17.202.34;60920;1745022471077961027;1745022471078423296;850324;0;100005888;100002947.54928166;32280.411926974906;100132069.19698955
200.17.202.34;60920;1745022471177967511;1745022471178404864;850325;0;99981568;100000809.5943535;30976.53016962712;100124715.71503201
200.17.202.34;60920;1745022471277957069;1745022471278298880;850326;0;99894016;99990130.23491815;37490.30064447914;100140091.43749607
200.17.202.34;60920;1745022471377961667;1745022471378378240;850327;0;100079360;99999053.21142633;41771.94943739797;100166141.00917593
200.17.202.34;60920;1745022471477964442;1745022471478404864;850328;0;100026624;100001810.29028371;40076.1254652872;100162114.79214486
200.17.202.34;60920;1745022471577981200;1745022471578385664;850329;0;99980800;99999709.26125534;37959.43904429236;100151547.01743251
200.17.202.34;60920;1745022471677962201;1745022471678373120;850330;0;99987456;99998483.9351298;35266.28865284377;100139549.08974119
200.17.202.34;60920;1745022471777959949;1745022471778361856;850331;0;99988736;99997509.14161682;32616.97394924152;100127977.03741379
200.17.202.34;60920;1745022471877975317;1745022471878383360;850332;0;100021504;99999908.62745515;31514.813808802857;100125967.88269036
200.17.202.34;60920;1745022471977960316;1745022471978314240;850333;0;99930880;99993005.76470964;34575.90889888623;100131309.40030518
200.17.202.34;60920;1745022472077964274;1745022472078346752;850334;0;100032512;99996956.38823868;34673.87918512927;100135651.9049792
200.17.202.34;60920;1745022472177963082;1745022472178373632;850335;0;100026880;99999948.74941482;33899.616325134695;100135547.21471536
