CLIENT_IP;CLIENT_PORT;CLIENT_SENT_AT_NS;SERVER_RECEIVED_AT_NS;SEQUENCE_NUMBER;HOPS;MID_RANGE;MEAN_DEVIATION;TIMEOUT
200.17.202.34;60920;1745023747677973784;1745023747678605824;863090;0;1.7450237467785057e+18;1000008419.6714842;1.7450237507785395e+18
200.17.202.34;60920;1745023747777975460;1745023747778470656;863091;0;1.7450237468785021e+18;1000004070.5043358;1.7450237508785185e+18
200.17.202.34;60920;1745023747877975146;1745023747878483200;863092;0;1.7450237469785e+18;1000001769.0539023;1.7450237509785073e+18
200.17.202.34;60920;1745023747977973695;1745023747978406144;863093;0;1.745023747078491e+18;999992196.948512;1.7450237510784596e+18
200.17.202.34;60920;1745023748077988056;1745023748078515200;863094;0;1.7450237471784934e+18;999995409.2536608;1.745023751178475e+18
200.17.202.34;60920;1745023748177980297;1745023748178622208;863095;0;1.7450237472785062e+18;1000008745.1282947;1.7450237512785413e+18
200.17.202.34;60920;1745023748277970318;1745023748278410496;863096;0;1.7450237473784968e+18;999998296.2154653;1.7450237513784899e+18
200.17.202.34;60920;1745023748377993045;1745023748378482688;863097;0;1.7450237474784955e+18;999997058.5939188;1.7450237514784837e+18
200.17.202.34;60920;1745023748477973663;1745023748478435584;863098;0;1.7450237475784896e+18;999991362.334527;1.745023751578455e+18
200.17.202.34;60920;1745023748577979761;1745023748578398976;863099;0;1.7450237476784806e+18;999983163.7010744;1.7450237516784133e+18
200.17.202.34;60920;1745023748677973738;1745023748678591488;863100;0;1.745023747778492e+18;999995932.1309669;1.7450237517784755e+18
200.17.202.34;60920;1745023748777976672;1745023748778464768;863101;0;1.7450237478784893e+18;999993625.3178703;1.7450237518784637e+18
200.17.202.34;60920;1745023748877992201;1745023748878450688;863102;0;1.7450237479784855e+18;999990397.1860832;1.745023751978447e+18
200.17.202.34;60920;1745023748977974670;1745023748978415104;863103;0;1.7450237480784783e+18;999984317.4674749;1.7450237520784156e+18
200.17.202.34;60920;1745023749077972748;1745023749078636288;863104;0;1.7450237481784942e+18;1000001680.9207274;1.7450237521785009e+18
200.17.202.34;60920;1745023749177977250;1745023749178468864;863105;0;1.7450237482784916e+18;999998978.4286547;1.7450237522784876e+18
200.17.202.34;60920;1745023749277973653;1745023749278474240;863106;0;1.7450237483784899e+18;999997339.7857891;1.745023752378479e+18
200.17.202.34;60920;1745023749377975739;1745023749378589440;863107;0;1.7450237484784998e+18;1000007564.2072102;1.74502375247853e+18
200.17.202.34;60920;1745023749477974998;1745023749478428416;863108;0;1.7450237485784927e+18;999999665.3864892;1.7450237525784914e+18
200.17.202.34;60920;1745023749577969132;1745023749578322432;863109;0;1.7450237486784755e+18;999982674.8478403;1.7450237526784061e+18
200.17.202.34;60920;1745023749677982349;1745023749678500864;863110;0;1.745023748778478e+18;999986941.7630563;1.7450237527784259e+18
200.17.202.34;60920;1745023749777973337;1745023749778367488;863111;0;1.745023748878467e+18;999977188.3867506;1.745023752878376e+18
200.17.202.34;60920;1745023749877970224;1745023749878393344;863112;0;1.7450237489784596e+18;999972096.7480755;1.745023752978348e+18
200.17.202.34;60920;1745023749977982362;1745023749978415104;863113;0;1.745023749078455e+18;999970432.673268;1.7450237530783368e+18
200.17.202.34;60920;1745023750077972918;1745023750078376448;863114;0;1.7450237491784474e+18;999965530.2059411;1.7450237531783094e+18
200.17.202.34;60920;1745023750177969727;1745023750178687232;863115;0;1.7450237492784712e+18;999992964.3853469;1.745023753278443e+18
200.17.202.34;60920;1745023750277983857;1745023750278431232;863116;0;1.745023749378467e+18;999989674.3468122;1.7450237533784259e+18
200.17.202.34;60920;1745023750377975364;1745023750378401792;863117;0;1.7450237494784604e+18;999984178.9121311;1.7450237534783972e+18
200.17.202.34;60920;1745023750477979661;1745023750478420992;863118;0;1.7450237495784566e+18;999981818.620918;1.745023753578384e+18
200.17.202.34;60920;1745023750577975809;1745023750578563584;863119;0;1.7450237496784673e+18;999994337.5588262;1.7450237536784448e+18
200.17.202.34;60920;1745023750677973526;1745023750678343936;863120;0;1.745023749778455e+18;999982564.6029435;1.7450237537783854e+18
200.17.202.34;60920;1745023750777958539;1745023750778289664;863121;0;1.7450237498784384e+18;999967770.5426491;1.7450237538783094e+18
200.17.202.34;60920;1745023750877963267;1745023750878312192;863122;0;1.7450237499784259e+18;999958372.6883842;1.7450237539782595e+18
200.17.202.34;60920;1745023750977971974;1745023750978352384;863123;0;1.7450237500784187e+18;999955188.2195457;1.7450237540782395e+18
200.17.202.34;60920;1745023751077973902;1745023751078384640;863124;0;1.7450237501784154e+18;999956264.597591;1.7450237541782405e+18
200.17.202.34;60920;1745023751177972010;1745023751178341888;863125;0;1.7450237502784082e+18;999953290.9378319;1.7450237542782213e+18
200.17.202.34;60920;1745023751277988176;1745023751278696960;863126;0;1.745023750378437e+18;999986838.6440487;1.7450237543783844e+18
200.17.202.34;60920;1745023751377975685;1745023751378395136;863127;0;1.7450237504784328e+18;999983956.3796439;1.7450237544783685e+18
200.17.202.34;60920;1745023751477945211;1745023751478374400;863128;0;1.745023750578427e+18;999979723.9416795;1.7450237545783457e+18
200.17.202.34;60920;1745023751577974760;1745023751578357248;863129;0;1.74502375067842e+18;999974788.3475115;1.745023754678319e+18
200.17.202.34;60920;1745023751677975746;1745023751678390784;863130;0;1.745023750778417e+18;999974391.1127604;1.7450237547783145e+18
200.17.202.34;60920;1745023751777973465;1745023751778387456;863131;0;1.7450237508784138e+18;999974008.0014844;1.74502375487831e+18
200.17.202.34;60920;1745023751877973971;1745023751878360576;863132;0;1.7450237509784084e+18;999971282.401336;1.7450237549782935e+18
200.17.202.34;60920;1745023751977977008;1745023751978347776;863133;0;1.7450237510784023e+18;999968086.9612024;1.7450237550782746e+18
200.17.202.34;60920;1745023752077974219;1745023752078376960;863134;0;1.7450237511783997e+18;999968743.8650821;1.7450237551782748e+18
200.17.202.34;60920;1745023752177974777;1745023752178476032;863135;0;1.7450237512784074e+18;999979498.2785739;1.7450237552783255e+18
200.17.202.34;60920;1745023752277973823;1745023752278409984;863136;0;1.7450237513784077e+18;999981804.4507165;1.745023755378335e+18
200.17.202.34;60920;1745023752377993276;1745023752378710272;863137;0;1.745023751478438e+18;1000013883.2056448;1.7450237554784934e+18
200.17.202.34;60920;1745023752477981134;1745023752478430720;863138;0;1.745023751578437e+18;1000011778.0850803;1.7450237555784842e+18
200.17.202.34;60920;1745023752577977596;1745023752578460160;863139;0;1.7450237516784394e+18;1000012904.2765722;1.7450237556784911e+18
200.17.202.34;60920;1745023752677983833;1745023752678458880;863140;0;1.7450237517784415e+18;1000013559.448915;1.7450237557784957e+18
200.17.202.34;60920;1745023752777960020;1745023752778309120;863141;0;1.7450237518784282e+18;999998968.3040235;1.745023755878424e+18
200.17.202.34;60920;1745023752877977734;1745023752878340608;863142;0;1.7450237519784195e+18;999990316.2736211;1.7450237559783808e+18
200.17.202.34;60920;1745023752977974146;1745023752978398208;863143;0;1.7450237520784174e+18;999989159.8462589;1.7450237560783741e+18
200.17.202.34;60920;1745023753077995170;1745023753078492160;863144;0;1.7450237521784248e+18;999997719.061633;1.7450237561784156e+18
200.17.202.34;60920;1745023753177975338;1745023753178369792;863145;0;1.7450237522784195e+18;999992443.1554697;1.7450237562783892e+18
200.17.202.34;60920;1745023753277976513;1745023753278379264;863146;0;1.7450237523784156e+18;999989179.6399226;1.7450237563783724e+18
200.17.202.34;60920;1745023753377961451;1745023753378438656;863147;0;1.745023752478418e+18;999992565.6759304;1.7450237564783882e+18
200.17.202.34;60920;1745023753477979590;1745023753478420992;863148;0;1.7450237525784182e+18;999993616.3083373;1.7450237565783926e+18
200.17.202.34;60920;1745023753577970639;1745023753578374912;863149;0;1.7450237526784138e+18;999989928.2775036;1.7450237566783736e+18
200.17.202.34;60920;1745023753677976476;1745023753678409728;863150;0;1.7450237527784136e+18;999990525.8497533;1.7450237567783757e+18
200.17.202.34;60920;1745023753777974984;1745023753778342912;863151;0;1.7450237528784064e+18;999984407.6647779;1.745023756878344e+18
200.17.202.34;60920;1745023753877956655;1745023753878349568;863152;0;1.7450237529784008e+18;999980283.6983;1.745023756978322e+18
200.17.202.34;60920;1745023753977972917;1745023753978349312;863153;0;1.7450237530783954e+18;999977109.72847;1.7450237570783037e+18
200.17.202.34;60920;1745023754077977135;1745023754078391040;863154;0;1.745023753178395e+18;999978963.5556229;1.7450237571783107e+18
200.17.202.34;60920;1745023754177975314;1745023754178431232;863155;0;1.7450237532783985e+18;999984702.4000605;1.7450237572783373e+18
200.17.202.34;60920;1745023754277985924;1745023754278431744;863156;0;1.7450237533784018e+18;999989560.1600544;1.74502375737836e+18
200.17.202.34;60920;1745023754377955799;1745023754378379776;863157;0;1.7450237534783995e+18;999988402.544049;1.7450237574783532e+18
200.17.202.34;60920;1745023754477974056;1745023754478417152;863158;0;1.7450237535784013e+18;999991328.6896441;1.7450237575783667e+18
200.17.202.34;60920;1745023754577974603;1745023754578391296;863159;0;1.7450237536784003e+18;999991197.4206797;1.745023757678365e+18
200.17.202.34;60920;1745023754677974741;1745023754678420480;863160;0;1.7450237537784023e+18;999994100.0786117;1.7450237577783788e+18
200.17.202.34;60920;1745023754777976638;1745023754778376448;863161;0;1.7450237538783997e+18;999992104.4707506;1.7450237578783683e+18
200.17.202.34;60920;1745023754877955617;1745023754878313984;863162;0;1.745023753978391e+18;999984318.0236756;1.7450237579783283e+18
200.17.202.34;60920;1745023754977953425;1745023754978334976;863163;0;1.7450237540783854e+18;999980279.821308;1.7450237580783066e+18
200.17.202.34;60920;1745023755077989922;1745023755078378240;863164;0;1.7450237541783846e+18;999981535.0391772;1.7450237581783107e+18
200.17.202.34;60920;1745023755177975640;1745023755178415616;863165;0;1.7450237542783877e+18;999986479.1352595;1.7450237582783337e+18
200.17.202.34;60920;1745023755277973512;1745023755278339072;863166;0;1.7450237543783828e+18;999982967.2217336;1.7450237583783148e+18
200.17.202.34;60920;1745023755377943839;1745023755378314496;863167;0;1.745023754478376e+18;999977835.2995602;1.7450237584782874e+18
200.17.202.34;60920;1745023755477964077;1745023755478357504;863168;0;1.7450237545783741e+18;999978208.5696042;1.745023758578287e+18
200.17.202.34;60920;1745023755577963270;1745023755578364416;863169;0;1.7450237546783734e+18;999979414.9126437;1.745023758678291e+18
200.17.202.34;60920;1745023755677974826;1745023755678388224;863170;0;1.745023754778375e+18;999982958.2213793;1.7450237587783068e+18
200.17.202.34;60920;1745023755777984824;1745023755778420480;863171;0;1.7450237548783793e+18;999989219.1992413;1.7450237588783363e+18
200.17.202.34;60920;1745023755877972601;1745023755878390272;863172;0;1.7450237549783803e+18;999991398.0793171;1.745023758978346e+18
200.17.202.34;60920;1745023755977974907;1745023755978380288;863173;0;1.7450237550783803e+18;999992258.2713854;1.7450237590783493e+18
200.17.202.34;60920;1745023756077978734;1745023756078355712;863174;0;1.7450237551783777e+18;999990574.8442469;1.74502375917834e+18
200.17.202.34;60920;1745023756177981291;1745023756178396416;863175;0;1.7450237552783795e+18;999993386.1598221;1.7450237592783532e+18
200.17.202.34;60920;1745023756277976429;1745023756278355968;863176;0;1.7450237553783772e+18;999991692.3438399;1.745023759378344e+18
200.17.202.34;60920;1745023756377973325;1745023756378375168;863177;0;1.7450237554783772e+18;999992318.3094559;1.7450237594783465e+18
200.17.202.34;60920;1745023756477976574;1745023756478393856;863178;0;1.7450237555783788e+18;999994750.4785103;1.7450237595783578e+18
200.17.202.34;60920;1745023756577980540;1745023756578431488;863179;0;1.745023755678384e+18;1000000549.0306593;1.7450237596783864e+18
200.17.202.34;60920;1745023756677974178;1745023756678360320;863180;0;1.7450237557783816e+18;999998113.3275933;1.7450237597783741e+18
200.17.202.34;60920;1745023756777970075;1745023756778402048;863181;0;1.7450237558783836e+18;1000000349.9948341;1.745023759878385e+18
200.17.202.34;60920;1745023756877977353;1745023756878403328;863182;0;1.7450237559783857e+18;1000002286.1953506;1.745023759978395e+18
200.17.202.34;60920;1745023756977972401;1745023756978330368;863183;0;1.74502375607838e+18;999996527.9758155;1.7450237600783662e+18
200.17.202.34;60920;1745023757077974468;1745023757078344192;863184;0;1.7450237561783764e+18;999993291.178234;1.7450237601783496e+18
200.17.202.34;60920;1745023757177973589;1745023757178371840;863185;0;1.745023756278376e+18;999993501.2604105;1.7450237602783498e+18
200.17.202.34;60920;1745023757277976018;1745023757278363392;863186;0;1.7450237563783747e+18;999992896.7343695;1.7450237603783462e+18
200.17.202.34;60920;1745023757377973626;1745023757378325248;863187;0;1.7450237564783698e+18;999988666.2609326;1.7450237604783245e+18
200.17.202.34;60920;1745023757477983959;1745023757478375680;863188;0;1.7450237565783703e+18;999990388.4348392;1.745023760578332e+18
200.17.202.34;60920;1745023757577957126;1745023757578349312;863189;0;1.7450237566783683e+18;999989250.3913553;1.7450237606783252e+18
200.17.202.34;60920;1745023757677964969;1745023757678318592;863190;0;1.7450237567783634e+18;999985358.9522198;1.7450237607783048e+18
200.17.202.34;60920;1745023757777983342;1745023757778346496;863191;0;1.7450237568783616e+18;999985133.4569979;1.7450237608783022e+18
200.17.202.34;60920;1745023757877976235;1745023757878388992;863192;0;1.7450237569783644e+18;999989359.311298;1.745023760978322e+18
200.17.202.34;60920;1745023757977981418;1745023757978407168;863193;0;1.7450237570783688e+18;999994698.5801681;1.7450237610783475e+18
200.17.202.34;60920;1745023758078010110;1745023758078400768;863194;0;1.7450237571783718e+18;999998428.7221513;1.7450237611783654e+18
200.17.202.34;60920;1745023758177979178;1745023758178409216;863195;0;1.7450237572783757e+18;1000002323.4499362;1.745023761278385e+18
200.17.202.34;60920;1745023758277976064;1745023758278401536;863196;0;1.7450237573783782e+18;1000004676.7049426;1.745023761378397e+18
200.17.202.34;60920;1745023758377974273;1745023758378412544;863197;0;1.7450237574783816e+18;1000007639.4344484;1.745023761478412e+18
200.17.202.34;60920;1745023758477963351;1745023758478355712;863198;0;1.7450237575783788e+18;1000004289.8910035;1.745023761578396e+18
200.17.202.34;60920;1745023758577986957;1745023758578377216;863199;0;1.7450237576783785e+18;1000003707.3019031;1.7450237616783933e+18
200.17.202.34;60920;1745023758677988746;1745023758678387968;863200;0;1.7450237577783795e+18;1000004283.7717128;1.7450237617783967e+18
200.17.202.34;60920;1745023758777991781;1745023758778374144;863201;0;1.745023757878379e+18;1000003317.7945415;1.7450237618783923e+18
200.17.202.34;60920;1745023758877990650;1745023758878393088;863202;0;1.7450237579783803e+18;1000004394.0150874;1.745023761978398e+18
200.17.202.34;60920;1745023758977986236;1745023758978364416;863203;0;1.7450237580783785e+18;1000002367.4135786;1.745023762078388e+18
200.17.202.34;60920;1745023759077983385;1745023759078396928;863204;0;1.7450237581783805e+18;1000003973.8722208;1.7450237621783964e+18
200.17.202.34;60920;1745023759177976863;1745023759178402816;863205;0;1.7450237582783826e+18;1000005803.6849986;1.745023762278406e+18
200.17.202.34;60920;1745023759277976439;1745023759278375168;863206;0;1.7450237583783818e+18;1000004480.9164988;1.7450237623783997e+18
200.17.202.34;60920;1745023759377974216;1745023759378402816;863207;0;1.745023758478384e+18;1000006132.0248488;1.7450237624784087e+18
200.17.202.34;60920;1745023759477951244;1745023759478405888;863208;0;1.7450237585783862e+18;1000007694.822364;1.745023762578417e+18
200.17.202.34;60920;1745023759577965087;1745023759578422016;863209;0;1.7450237586783898e+18;1000010509.3401276;1.7450237626784317e+18
200.17.202.34;60920;1745023759677979285;1745023759678419456;863210;0;1.7450237587783926e+18;1000012428.0061148;1.7450237627784422e+18
200.17.202.34;60920;1745023759777974611;1745023759778443776;863211;0;1.745023758878398e+18;1000016305.2055033;1.7450237628784632e+18
200.17.202.34;60920;1745023759877973368;1745023759878430976;863212;0;1.7450237589784013e+18;1000017977.084953;1.7450237629784732e+18
200.17.202.34;60920;1745023759977957417;1745023759978325760;863213;0;1.7450237590783936e+18;1000008627.3764577;1.7450237630784282e+18
200.17.202.34;60920;1745023760077978365;1745023760078457600;863214;0;1.7450237591784e+18;1000014164.638812;1.7450237631784566e+18
200.17.202.34;60920;1745023760177992971;1745023760178415872;863215;0;1.7450237592784015e+18;1000014335.3749307;1.745023763278459e+18
200.17.202.34;60920;1745023760277979725;1745023760278347520;863216;0;1.7450237593783962e+18;1000007500.2374376;1.745023763378426e+18
200.17.202.34;60920;1745023760377987932;1745023760378426624;863217;0;1.7450237594783992e+18;1000009796.6136938;1.7450237634784384e+18
200.17.202.34;60920;1745023760477980650;1745023760478385152;863218;0;1.7450237595783977e+18;1000007408.9523245;1.7450237635784274e+18
200.17.202.34;60920;1745023760578002097;1745023760578427392;863219;0;1.7450237596784008e+18;1000009637.6570921;1.7450237636784394e+18
200.17.202.34;60920;1745023760677988763;1745023760678402048;863220;0;1.745023759778401e+18;1000008801.8913829;1.7450237637784364e+18
200.17.202.34;60920;1745023760777984145;1745023760778365696;863221;0;1.7450237598783974e+18;1000004388.9022446;1.745023763878415e+18
200.17.202.34;60920;1745023760877992893;1745023760878388480;863222;0;1.7450237599783964e+18;1000003054.0120201;1.7450237639784087e+18
200.17.202.34;60920;1745023760977969841;1745023760978365184;863223;0;1.7450237600783933e+18;999999625.4108181;1.7450237640783918e+18
200.17.202.34;60920;1745023761077977161;1745023761078365952;863224;0;1.7450237601783905e+18;999996923.6697363;1.7450237641783782e+18
200.17.202.34;60920;1745023761177968527;1745023761178363136;863225;0;1.7450237602783877e+18;999994492.1027626;1.7450237642783657e+18
200.17.202.34;60920;1745023761277970209;1745023761278377728;863226;0;1.7450237603783867e+18;999994044.4924864;1.745023764378363e+18
200.17.202.34;60920;1745023761377985025;1745023761378391296;863227;0;1.7450237604783872e+18;999995100.8432376;1.7450237644783675e+18
200.17.202.34;60920;1745023761477958693;1745023761478341376;863228;0;1.7450237605783826e+18;999991008.3589139;1.7450237645783468e+18
200.17.202.34;60920;1745023761577958925;1745023761578342912;863229;0;1.7450237606783785e+18;999987939.5230225;1.7450237646783304e+18
200.17.202.34;60920;1745023761677992634;1745023761678390272;863230;0;1.7450237607783798e+18;999990323.1707203;1.745023764778341e+18
200.17.202.34;60920;1745023761777989869;1745023761778369280;863231;0;1.7450237608783788e+18;999990241.2536483;1.7450237648783398e+18
200.17.202.34;60920;1745023761877975208;1745023761878377728;863232;0;1.7450237609783785e+18;999991114.7282835;1.745023764978343e+18
200.17.202.34;60920;1745023761977984884;1745023761978362880;863233;0;1.745023761078377e+18;999990441.6554551;1.7450237650783388e+18
200.17.202.34;60920;1745023762077978370;1745023762078386176;863234;0;1.7450237611783777e+18;999992319.0899097;1.745023765178347e+18
200.17.202.34;60920;1745023762177977763;1745023762178413824;863235;0;1.7450237612783813e+18;999996696.7809187;1.745023765278368e+18
200.17.202.34;60920;1745023762277973982;1745023762278350336;863236;0;1.7450237613783782e+18;999993929.5028268;1.745023765378354e+18
200.17.202.34;60920;1745023762377996404;1745023762378409728;863237;0;1.7450237614783813e+18;999997685.3525441;1.745023765478372e+18
200.17.202.34;60920;1745023762477976628;1745023762478384640;863238;0;1.7450237615783816e+18;999998249.6172897;1.7450237655783747e+18
200.17.202.34;60920;1745023762577959151;1745023762578342400;863239;0;1.7450237616783777e+18;999994507.8555607;1.7450237656783557e+18
200.17.202.34;60920;1745023762677976629;1745023762678419200;863240;0;1.7450237617783818e+18;999999204.2700045;1.7450237657783788e+18
200.17.202.34;60920;1745023762777977775;1745023762778424320;863241;0;1.7450237618783862e+18;1000003533.4430041;1.7450237658784003e+18
200.17.202.34;60920;1745023762877977584;1745023762878380032;863242;0;1.7450237619783857e+18;1000002565.6987038;1.745023765978396e+18
200.17.202.34;60920;1745023762977978120;1745023762978385664;863243;0;1.7450237620783857e+18;1000002309.1288334;1.745023766078395e+18
200.17.202.34;60920;1745023763077958914;1745023763078356992;863244;0;1.7450237621783828e+18;999999211.0159501;1.7450237661783798e+18
200.17.202.34;60920;1745023763177977796;1745023763178417920;863245;0;1.7450237622783862e+18;1000002797.114355;1.7450237662783974e+18
200.17.202.34;60920;1745023763277979046;1745023763278408448;863246;0;1.7450237623783885e+18;1000004744.6029195;1.7450237663784074e+18
200.17.202.34;60920;1745023763377974861;1745023763378404096;863247;0;1.74502376247839e+18;1000005831.7426275;1.7450237664784133e+18
200.17.202.34;60920;1745023763477965347;1745023763478397952;863248;0;1.7450237625783908e+18;1000006042.1683648;1.7450237665784148e+18
200.17.202.34;60920;1745023763577931506;1745023763578382080;863249;0;1.7450237626783898e+18;1000004567.5515283;1.745023766678408e+18
200.17.202.34;60920;1745023763677978353;1745023763678411520;863250;0;1.7450237627783918e+18;1000006286.7963755;1.745023766778417e+18
200.17.202.34;60920;1745023763778111582;1745023763778626816;863251;0;1.7450237628784154e+18;1000029158.9167379;1.745023766878532e+18
200.17.202.34;60920;1745023763877972939;1745023763878348032;863252;0;1.7450237629784084e+18;1000019510.225064;1.7450237669784865e+18
200.17.202.34;60920;1745023763977977566;1745023763978390528;863253;0;1.7450237630784067e+18;1000015767.2025577;1.7450237670784696e+18
200.17.202.34;60920;1745023764078003754;1745023764078436096;863254;0;1.7450237631784097e+18;1000017134.482302;1.7450237671784783e+18
200.17.202.34;60920;1745023764177979313;1745023764178423808;863255;0;1.7450237632784113e+18;1000016829.0340718;1.7450237672784786e+18
200.17.202.34;60920;1745023764277974319;1745023764278378496;863256;0;1.745023763378408e+18;1000011869.3306645;1.7450237673784553e+18
200.17.202.34;60920;1745023764377975877;1745023764378335744;863257;0;1.7450237634784008e+18;1000003463.197598;1.7450237674784146e+18
200.17.202.34;60920;1745023764477977414;1745023764478341120;863258;0;1.745023763578395e+18;999997152.0778382;1.7450237675783836e+18
200.17.202.34;60920;1745023764577976941;1745023764578380288;863259;0;1.7450237636783936e+18;999995977.6700543;1.7450237676783775e+18
200.17.202.34;60920;1745023764677972598;1745023764678391808;863260;0;1.7450237637783936e+18;999996200.7030488;1.7450237677783785e+18
200.17.202.34;60920;1745023764777975156;1745023764778377984;863261;0;1.745023763878392e+18;999995019.0327439;1.745023767878372e+18
200.17.202.34;60920;1745023764877971498;1745023764878353664;863262;0;1.7450237639783882e+18;999991677.1294695;1.745023767978355e+18
200.17.202.34;60920;1745023764977963834;1745023764978385664;863263;0;1.745023764078388e+18;999992253.4165226;1.745023768078357e+18
200.17.202.34;60920;1745023765077971504;1745023765078392576;863264;0;1.7450237641783885e+18;999993488.8748703;1.7450237681783624e+18
200.17.202.34;60920;1745023765177979948;1745023765178379264;863265;0;1.7450237642783875e+18;999993218.3873832;1.7450237682783603e+18
200.17.202.34;60920;1745023765277974560;1745023765278388992;863266;0;1.7450237643783875e+18;999994050.1486449;1.7450237683783636e+18
200.17.202.34;60920;1745023765377973942;1745023765378369024;863267;0;1.7450237644783857e+18;999992801.9337804;1.745023768478357e+18
200.17.202.34;60920;1745023765477970140;1745023765478334208;863268;0;1.7450237645783805e+18;999988376.1404024;1.745023768578334e+18
200.17.202.34;60920;1745023765577975206;1745023765578363136;863269;0;1.7450237646783788e+18;999987797.7263621;1.7450237686783299e+18
200.17.202.34;60920;1745023765677976037;1745023765678362880;863270;0;1.745023764778377e+18;999987430.7537259;1.7450237687783268e+18
200.17.202.34;60920;1745023765777979701;1745023765778349056;863271;0;1.7450237648783744e+18;999985897.2783533;1.745023768878318e+18
200.17.202.34;60920;1745023765877975112;1745023765878318848;863272;0;1.7450237649783688e+18;999981752.350518;1.7450237689782958e+18
200.17.202.34;60920;1745023765977982565;1745023765978410496;863273;0;1.7450237650783729e+18;999987749.9154662;1.745023769078324e+18
200.17.202.34;60920;1745023766077980973;1745023766078419712;863274;0;1.7450237651783777e+18;999993659.7239195;1.7450237691783524e+18
200.17.202.34;60920;1745023766177976570;1745023766178651136;863275;0;1.745023765278405e+18;1000021634.5515275;1.7450237692784916e+18
200.17.202.34;60920;1745023766277974418;1745023766278570752;863276;0;1.7450237653784218e+18;1000036034.2963747;1.745023769378566e+18
200.17.202.34;60920;1745023766377977174;1745023766378370560;863277;0;1.7450237654784166e+18;1000027310.8667372;1.745023769478526e+18
200.17.202.34;60920;1745023766477993573;1745023766478440192;863278;0;1.7450237655784192e+18;1000026934.9800634;1.745023769578527e+18
200.17.202.34;60920;1745023766577976684;1745023766578404608;863279;0;1.7450237656784177e+18;1000022782.282057;1.7450237696785088e+18
200.17.202.34;60920;1745023766677977325;1745023766678412288;863280;0;1.7450237657784172e+18;1000019966.4538513;1.745023769778497e+18
200.17.202.34;60920;1745023766777977140;1745023766778414080;863281;0;1.745023765878417e+18;1000017662.6084661;1.7450237698784876e+18
200.17.202.34;60920;1745023766877974187;1745023766878380800;863282;0;1.7450237659784133e+18;1000012286.7476195;1.7450237699784625e+18
200.17.202.34;60920;1745023766977987735;1745023766978422784;863283;0;1.745023766078414e+18;1000012005.2728575;1.7450237700784622e+18
200.17.202.34;60920;1745023767077977752;1745023767078394112;863284;0;1.745023766178412e+18;1000008807.9455718;1.7450237701784474e+18
200.17.202.34;60920;1745023767177978187;1745023767178394112;863285;0;1.7450237662784102e+18;1000006135.1510146;1.7450237702784348e+18
200.17.202.34;60920;1745023767277974241;1745023767278324992;863286;0;1.7450237663784018e+18;999996996.8359131;1.7450237703783898e+18
200.17.202.34;60920;1745023767377970107;1745023767378339840;863287;0;1.7450237664783956e+18;999991101.9523218;1.74502377047836e+18
200.17.202.34;60920;1745023767477975735;1745023767478379520;863288;0;1.745023766578394e+18;999990378.9570895;1.7450237705783557e+18
200.17.202.34;60920;1745023767577976174;1745023767578339584;863289;0;1.7450237666783887e+18;999985888.2613806;1.7450237706783324e+18
200.17.202.34;60920;1745023767677990798;1745023767678360576;863290;0;1.745023766778386e+18;999984483.4352425;1.745023770778324e+18
200.17.202.34;60920;1745023767777974280;1745023767778380800;863291;0;1.7450237668783854e+18;999985523.0917183;1.7450237708783276e+18
200.17.202.34;60920;1745023767877976706;1745023767878382592;863292;0;1.7450237669783852e+18;999986689.1825465;1.745023770978332e+18
200.17.202.34;60920;1745023767977977833;1745023767978343168;863293;0;1.7450237670783808e+18;999983821.8642919;1.745023771078316e+18
200.17.202.34;60920;1745023768077977221;1745023768078345472;863294;0;1.7450237671783772e+18;999981906.8778627;1.7450237711783048e+18
200.17.202.34;60920;1745023768177973591;1745023768178368000;863295;0;1.7450237672783764e+18;999982794.5900764;1.7450237712783076e+18
200.17.202.34;60920;1745023768277974305;1745023768278316800;863296;0;1.7450237673783703e+18;999978550.3310688;1.7450237713782845e+18
200.17.202.34;60920;1745023768377980201;1745023768378301952;863297;0;1.7450237674783634e+18;999973860.0979619;1.745023771478259e+18
200.17.202.34;60920;1745023768477977480;1745023768478378496;863298;0;1.745023767578365e+18;999977984.4881657;1.7450237715782769e+18
200.17.202.34;60920;1745023768577983608;1745023768578404864;863299;0;1.7450237676783688e+18;999984179.6393492;1.7450237716783055e+18
200.17.202.34;60920;1745023768677976414;1745023768678356480;863300;0;1.7450237677783675e+18;999984532.8754143;1.7450237717783055e+18
200.17.202.34;60920;1745023768778001016;1745023768778376192;863301;0;1.7450237678783683e+18;999986949.9878728;1.745023771878316e+18
200.17.202.34;60920;1745023768877973290;1745023768878378496;863302;0;1.7450237679783695e+18;999989278.9890856;1.7450237719783265e+18
200.17.202.34;60920;1745023768977973639;1745023768978343936;863303;0;1.7450237680783672e+18;999987791.090177;1.7450237720783183e+18
200.17.202.34;60920;1745023769077972755;1745023769078358784;863304;0;1.7450237681783665e+18;999988167.1811593;1.745023772178319e+18
200.17.202.34;60920;1745023769177972853;1745023769178395648;863305;0;1.7450237682783695e+18;999992268.8630433;1.7450237722783386e+18
200.17.202.34;60920;1745023769277972560;1745023769278345216;863306;0;1.745023768378367e+18;999990609.976739;1.7450237723783293e+18
200.17.202.34;60920;1745023769377971808;1745023769378359552;863307;0;1.7450237684783662e+18;999990806.5790652;1.7450237724783293e+18
